record_id,unit_id,org_id,po_number,po_line,supplier,sku,asin,product_title,spec_colour,spec_variant,spec_components,cartons_ordered,cartons_received,units_per_carton_ordered,units_per_carton_counted,qty_ordered,qty_received,identity_match,carton_damage,unit_damage,quality_flags,photo_refs,operator_id,captured_at
RCV-0067,UNIT-0067,org_demo_alpha,PO-7016,4,Supplier Coastal (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,4,4,12,10,48,40,yes,none,none,,fixtures/receiving/UNIT-0067_pallet.jpg;fixtures/receiving/UNIT-0067_carton.jpg;fixtures/receiving/UNIT-0067_unit.jpg,op_dana,2026-06-02T03:33:00Z
RCV-0068,UNIT-0068,org_demo_alpha,PO-7017,1,Supplier East (DUMMY),SKU-LAMP-LED,B0DUMMY357,LED Desk Lamp,grey,standard,lamp;usb cable;manual,4,4,24,24,96,96,yes,tears,none,,fixtures/receiving/UNIT-0068_pallet.jpg;fixtures/receiving/UNIT-0068_carton.jpg;fixtures/receiving/UNIT-0068_unit.jpg,op_chen,2026-06-02T02:34:00Z
RCV-0069,UNIT-0069,org_demo_bravo,PO-7017,2,Supplier North (DUMMY),SKU-MUG-11,B0DUMMY351,"Ceramic Mug 11oz, set of 2",white,11oz,mug x2,2,2,12,12,24,24,yes,uncertain,none,,fixtures/receiving/UNIT-0069_pallet.jpg;fixtures/receiving/UNIT-0069_carton.jpg;fixtures/receiving/UNIT-0069_unit.jpg,op_amira,2026-06-09T02:28:00Z
RCV-0070,UNIT-0070,org_demo_alpha,PO-7017,3,Supplier Coastal (DUMMY),SKU-SERUM-30,B0DUMMY031,Vitamin C Face Serum 30ml,amber,30ml,bottle;dropper;leaflet,4,4,12,12,48,48,yes,none,none,,fixtures/receiving/UNIT-0070_pallet.jpg;fixtures/receiving/UNIT-0070_carton.jpg;fixtures/receiving/UNIT-0070_unit.jpg,op_dana,2026-06-08T12:23:00Z
RCV-0071,UNIT-0071,org_demo_alpha,PO-7017,4,Supplier East (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,2,2,24,24,48,48,yes,none,none,,fixtures/receiving/UNIT-0071_pallet.jpg;fixtures/receiving/UNIT-0071_carton.jpg;fixtures/receiving/UNIT-0071_unit.jpg,op_eli,2026-06-06T13:03:00Z
RCV-0072,UNIT-0072,org_demo_bravo,PO-7018,1,Supplier North (DUMMY),SKU-PROT-1KG,B0DUMMY357,Whey Protein,n/a,1kg vanilla,tub;scoop,4,4,12,12,48,48,yes,none,none,,fixtures/receiving/UNIT-0072_pallet.jpg;fixtures/receiving/UNIT-0072_carton.jpg;fixtures/receiving/UNIT-0072_unit.jpg,op_ben,2026-06-06T07:32:00Z
RCV-0073,UNIT-0073,org_demo_alpha,PO-7018,2,Supplier North (DUMMY),SKU-LEASH-6FT,B0DUMMY205,Nylon Dog Leash,red,6ft,leash,2,2,24,24,48,48,uncertain,none,none,,fixtures/receiving/UNIT-0073_pallet.jpg;fixtures/receiving/UNIT-0073_carton.jpg;fixtures/receiving/UNIT-0073_unit.jpg,op_eli,2026-06-05T15:25:00Z
RCV-0074,UNIT-0074,org_demo_alpha,PO-7018,3,Supplier Coastal (DUMMY),SKU-BOTTLE-750,B0DUMMY622,Steel Water Bottle,black,750ml,bottle;lid,1,1,24,24,24,24,uncertain,crushing,uncertain,,fixtures/receiving/UNIT-0074_pallet.jpg;fixtures/receiving/UNIT-0074_carton.jpg;fixtures/receiving/UNIT-0074_unit.jpg,op_dana,2026-06-10T04:13:00Z
RCV-0075,UNIT-0075,org_demo_bravo,PO-7018,4,Supplier East (DUMMY),SKU-BOTTLE-750,B0DUMMY622,Steel Water Bottle,black,750ml,bottle;lid,1,1,6,6,6,6,yes,tears,none,,fixtures/receiving/UNIT-0075_pallet.jpg;fixtures/receiving/UNIT-0075_carton.jpg;fixtures/receiving/UNIT-0075_unit.jpg,op_chen,2026-06-08T02:09:00Z
RCV-0076,UNIT-0076,org_demo_alpha,PO-7019,1,Supplier North (DUMMY),SKU-LAMP-LED,B0DUMMY357,LED Desk Lamp,grey,standard,lamp;usb cable;manual,1,1,12,12,12,12,yes,none,none,obvious_defect,fixtures/receiving/UNIT-0076_pallet.jpg;fixtures/receiving/UNIT-0076_carton.jpg;fixtures/receiving/UNIT-0076_unit.jpg,op_dana,2026-06-04T14:27:00Z
RCV-0077,UNIT-0077,org_demo_alpha,PO-7019,2,Supplier Coastal (DUMMY),SKU-LAMP-LED,B0DUMMY357,LED Desk Lamp,grey,standard,lamp;usb cable;manual,1,1,24,24,24,24,yes,none,none,,fixtures/receiving/UNIT-0077_pallet.jpg;fixtures/receiving/UNIT-0077_carton.jpg;fixtures/receiving/UNIT-0077_unit.jpg,op_amira,2026-06-09T21:02:00Z
RCV-0078,UNIT-0078,org_demo_bravo,PO-7019,3,Supplier Coastal (DUMMY),SKU-CANDLE-3,B0DUMMY964,Soy Candle Trio,cream,3-pack,candle x3;gift box,2,2,24,24,48,48,yes,none,none,,fixtures/receiving/UNIT-0078_pallet.jpg;fixtures/receiving/UNIT-0078_carton.jpg;fixtures/receiving/UNIT-0078_unit.jpg,op_amira,2026-06-02T04:38:00Z
RCV-0079,UNIT-0079,org_demo_alpha,PO-7019,4,Supplier Coastal (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,4,4,6,6,24,24,yes,water,none,,fixtures/receiving/UNIT-0079_pallet.jpg;fixtures/receiving/UNIT-0079_carton.jpg;fixtures/receiving/UNIT-0079_unit.jpg,op_fatima,2026-06-01T21:20:00Z
RCV-0080,UNIT-0080,org_demo_alpha,PO-7020,1,Supplier Coastal (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,2,2,6,6,12,12,yes,crushing,none,,fixtures/receiving/UNIT-0080_pallet.jpg;fixtures/receiving/UNIT-0080_carton.jpg;fixtures/receiving/UNIT-0080_unit.jpg,op_ben,2026-06-04T06:52:00Z
RCV-0081,UNIT-0081,org_demo_bravo,PO-7020,2,Supplier Coastal (DUMMY),SKU-PROT-1KG,B0DUMMY357,Whey Protein,n/a,1kg vanilla,tub;scoop,2,1,6,6,12,6,yes,none,none,,fixtures/receiving/UNIT-0081_pallet.jpg;fixtures/receiving/UNIT-0081_carton.jpg;fixtures/receiving/UNIT-0081_unit.jpg,op_eli,2026-06-09T05:50:00Z
RCV-0082,UNIT-0082,org_demo_alpha,PO-7020,3,Supplier North (DUMMY),SKU-LEASH-6FT,B0DUMMY205,Nylon Dog Leash,red,6ft,leash,1,1,24,24,24,24,yes,none,none,,fixtures/receiving/UNIT-0082_pallet.jpg;fixtures/receiving/UNIT-0082_carton.jpg;fixtures/receiving/UNIT-0082_unit.jpg,op_fatima,2026-06-06T15:27:00Z
RCV-0083,UNIT-0083,org_demo_alpha,PO-7020,4,Supplier East (DUMMY),SKU-BOTTLE-750,B0DUMMY622,Steel Water Bottle,black,750ml,bottle;lid,4,4,6,6,24,24,yes,none,none,obvious_defect,fixtures/receiving/UNIT-0083_pallet.jpg;fixtures/receiving/UNIT-0083_carton.jpg;fixtures/receiving/UNIT-0083_unit.jpg,op_amira,2026-06-06T14:30:00Z
RCV-0084,UNIT-0084,org_demo_bravo,PO-7021,1,Supplier Coastal (DUMMY),SKU-BOTTLE-750,B0DUMMY622,Steel Water Bottle,black,750ml,bottle;lid,1,1,6,6,6,6,yes,none,none,,fixtures/receiving/UNIT-0084_pallet.jpg;fixtures/receiving/UNIT-0084_carton.jpg;fixtures/receiving/UNIT-0084_unit.jpg,op_fatima,2026-06-07T11:07:00Z
RCV-0085,UNIT-0085,org_demo_alpha,PO-7021,2,Supplier East (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,1,1,12,12,12,12,yes,none,none,missing_components,fixtures/receiving/UNIT-0085_pallet.jpg;fixtures/receiving/UNIT-0085_carton.jpg;fixtures/receiving/UNIT-0085_unit.jpg,op_ben,2026-06-04T19:07:00Z
RCV-0086,UNIT-0086,org_demo_alpha,PO-7021,3,Supplier East (DUMMY),SKU-TOWEL-BLU,B0DUMMY600,Cotton Bath Towel,blue,bath,towel,4,4,6,6,24,24,yes,crushing,crushing,,fixtures/receiving/UNIT-0086_pallet.jpg;fixtures/receiving/UNIT-0086_carton.jpg;fixtures/receiving/UNIT-0086_unit.jpg,op_ben,2026-06-07T09:32:00Z
RCV-0087,UNIT-0087,org_demo_bravo,PO-7021,4,Supplier East (DUMMY),SKU-PUZZLE-500,B0DUMMY729,Jigsaw Puzzle 500pc,n/a,500pc,puzzle pieces;poster,2,2,6,6,12,12,yes,uncertain,none,,fixtures/receiving/UNIT-0087_pallet.jpg;fixtures/receiving/UNIT-0087_carton.jpg;fixtures/receiving/UNIT-0087_unit.jpg,op_ben,2026-06-01T15:31:00Z
RCV-0088,UNIT-0088,org_demo_alpha,PO-7022,1,Supplier North (DUMMY),SKU-CANDLE-3,B0DUMMY964,Soy Candle Trio,cream,3-pack,candle x3;gift box,2,2,6,6,12,12,yes,uncertain,tears,,fixtures/receiving/UNIT-0088_pallet.jpg;fixtures/receiving/UNIT-0088_carton.jpg;fixtures/receiving/UNIT-0088_unit.jpg,op_eli,2026-06-02T12:44:00Z
RCV-0089,UNIT-0089,org_demo_alpha,PO-7022,2,Supplier East (DUMMY),SKU-PROT-1KG,B0DUMMY357,Whey Protein,n/a,1kg vanilla,tub;scoop,4,4,24,24,96,96,yes,none,none,,fixtures/receiving/UNIT-0089_pallet.jpg;fixtures/receiving/UNIT-0089_carton.jpg;fixtures/receiving/UNIT-0089_unit.jpg,op_ben,2026-06-09T16:41:00Z
RCV-0090,UNIT-0090,org_demo_bravo,PO-7022,3,Supplier East (DUMMY),SKU-MUG-11,B0DUMMY351,"Ceramic Mug 11oz, set of 2",white,11oz,mug x2,1,1,24,24,24,24,yes,none,none,,fixtures/receiving/UNIT-0090_pallet.jpg;fixtures/receiving/UNIT-0090_carton.jpg;fixtures/receiving/UNIT-0090_unit.jpg,op_amira,2026-06-04T05:12:00Z
RCV-0091,UNIT-0091,org_demo_alpha,PO-7022,4,Supplier North (DUMMY),SKU-SERUM-30,B0DUMMY031,Vitamin C Face Serum 30ml,amber,30ml,bottle;dropper;leaflet,4,4,24,24,96,96,yes,none,none,,fixtures/receiving/UNIT-0091_pallet.jpg;fixtures/receiving/UNIT-0091_carton.jpg;fixtures/receiving/UNIT-0091_unit.jpg,op_amira,2026-06-10T14:44:00Z
RCV-0092,UNIT-0092,org_demo_alpha,PO-7023,1,Supplier Coastal (DUMMY),SKU-SERUM-30,B0DUMMY031,Vitamin C Face Serum 30ml,amber,30ml,bottle;dropper;leaflet,1,1,12,12,12,12,yes,none,none,,fixtures/receiving/UNIT-0092_pallet.jpg;fixtures/receiving/UNIT-0092_carton.jpg;fixtures/receiving/UNIT-0092_unit.jpg,op_ben,2026-06-10T20:15:00Z
RCV-0093,UNIT-0093,org_demo_bravo,PO-7023,2,Supplier North (DUMMY),SKU-CANDLE-3,B0DUMMY964,Soy Candle Trio,cream,3-pack,candle x3;gift box,1,1,24,22,24,22,yes,none,none,,fixtures/receiving/UNIT-0093_pallet.jpg;fixtures/receiving/UNIT-0093_carton.jpg;fixtures/receiving/UNIT-0093_unit.jpg,op_amira,2026-06-10T03:01:00Z
RCV-0094,UNIT-0094,org_demo_alpha,PO-7023,3,Supplier East (DUMMY),SKU-MUG-11,B0DUMMY351,"Ceramic Mug 11oz, set of 2",white,11oz,mug x2,4,4,24,24,96,96,yes,none,none,,fixtures/receiving/UNIT-0094_pallet.jpg;fixtures/receiving/UNIT-0094_carton.jpg;fixtures/receiving/UNIT-0094_unit.jpg,op_ben,2026-06-01T20:10:00Z
RCV-0095,UNIT-0095,org_demo_alpha,PO-7023,4,Supplier North (DUMMY),SKU-CANDLE-3,B0DUMMY964,Soy Candle Trio,cream,3-pack,candle x3;gift box,2,2,12,12,24,24,yes,crushing,water,,fixtures/receiving/UNIT-0095_pallet.jpg;fixtures/receiving/UNIT-0095_carton.jpg;fixtures/receiving/UNIT-0095_unit.jpg,op_chen,2026-06-03T09:03:00Z
RCV-0096,UNIT-0096,org_demo_bravo,PO-7024,1,Supplier East (DUMMY),SKU-CABLE-USBC,B0DUMMY261,USB-C Cable,white,2m,cable,4,4,12,12,48,48,yes,none,none,missing_components,fixtures/receiving/UNIT-0096_pallet.jpg;fixtures/receiving/UNIT-0096_carton.jpg;fixtures/receiving/UNIT-0096_unit.jpg,op_eli,2026-06-07T04:16:00Z
RCV-0097,UNIT-0097,org_demo_alpha,PO-7024,2,Supplier East (DUMMY),SKU-PROT-1KG,B0DUMMY357,Whey Protein,n/a,1kg vanilla,tub;scoop,4,4,12,12,48,48,yes,none,none,,fixtures/receiving/UNIT-0097_pallet.jpg;fixtures/receiving/UNIT-0097_carton.jpg;fixtures/receiving/UNIT-0097_unit.jpg,op_eli,2026-06-01T14:04:00Z
RCV-0098,UNIT-0098,org_demo_alpha,PO-7024,3,Supplier North (DUMMY),SKU-TOWEL-BLU,B0DUMMY600,Cotton Bath Towel,blue,bath,towel,2,1,12,12,24,12,yes,none,water,,fixtures/receiving/UNIT-0098_pallet.jpg;fixtures/receiving/UNIT-0098_carton.jpg;fixtures/receiving/UNIT-0098_unit.jpg,op_dana,2026-06-05T05:08:00Z
RCV-0099,UNIT-0099,org_demo_bravo,PO-7024,4,Supplier Coastal (DUMMY),SKU-TOWEL-BLU,B0DUMMY600,Cotton Bath Towel,blue,bath,towel,1,1,12,12,12,12,yes,none,none,,fixtures/receiving/UNIT-0099_pallet.jpg;fixtures/receiving/UNIT-0099_carton.jpg;fixtures/receiving/UNIT-0099_unit.jpg,op_amira,2026-06-01T11:06:00Z
RCV-0100,UNIT-0100,org_demo_alpha,PO-7025,1,Supplier Coastal (DUMMY),SKU-TOWEL-BLU,B0DUMMY600,Cotton Bath Towel,blue,bath,towel,4,4,24,24,96,96,yes,none,none,,fixtures/receiving/UNIT-0100_pallet.jpg;fixtures/receiving/UNIT-0100_carton.jpg;fixtures/receiving/UNIT-0100_unit.jpg,op_amira,2026-06-03T14:11:00Z
